molecule,Patient,Sample,Depth,Treat,hydroxyphenazine,pyocyanin,Phenazine-1-carboxylic acid,PCN,Pyochelin,NHQ,quinolone286a,quinolone286b,C9:db NHQ,HHQ,db HQNO,C11:db UHQa,C11:db UHQb,quinolone300,quinolone268,quinolone216,db HHQ,quinolone,quinolone202,quinolone282,quinolone312a,quinolone312b,quinolone328,quinolone354,quinolone370,HQNO,PQS,HQNO246a,HQNO246b,HQNO232,NQNO,C9 PQS,quinolone200,HQNO218,HQNO344,PQS302,PQS342,Rha668,RhaC10C10,RhaC10C10b,Rha682,Rha694,Rha696,Rha665,Rha724,Rha679,Rha696,Ampicillin,Rha522Na,Rha527Na,Rha673Na
X228_NT1_BA1_01_32052,228,NT1,1,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X243_NT9_GD3_01_32418,243,NT9,9,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X243_NT8_GD2_01_32417,243,NT8,8,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X243_NT7_GD1_01_32416,243,NT7,7,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X243_NT6_GC12_01_32415,243,NT6,6,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X243_NT5_GC11_01_32414,243,NT5,5,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X243_NT4_GC10_01_32413,243,NT4,4,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X243_NT3_GC9_01_32412,243,NT3,3,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X243_NT2_GC8_01_32411,243,NT2,2,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X243_NT10_GD4_01_32419,243,NT10,10,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X243_NT1_GC7_01_32410,243,NT1,1,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X259_NT9_GD3_01_32202,259,NT9,9,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X259_NT8_GD2_01_32201,259,NT8,8,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X259_NT7_GD1_01_32200,259,NT7,7,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X259_NT6_GC12_01_32199,259,NT6,6,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X259_NT5_GC11_01_32198,259,NT5,5,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X259_NT4_GC10_01_32197,259,NT4,4,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X259_NT3_GC9_01_32196,259,NT3,3,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X259_NT2_GC8_01_32195,259,NT2,2,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X259_NT10_GD4_01_32203,259,NT10,10,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X259_NT1_GC7_01_32194,259,NT1,1,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X272_NT9_GF9_01_31789,272,NT9,9,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X272_NT8_GF8_01_31788,272,NT8,8,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X272_NT7_GF7_01_31787,272,NT7,7,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X272_NT6_GF6_01_31786,272,NT6,6,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X272_NT5_GF5_01_31785,272,NT5,5,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X272_NT4_GF4_01_31784,272,NT4,4,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X272_NT3_GF3_01_31783,272,NT3,3,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X272_NT2_GF2_01_31782,272,NT2,2,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X272_NT10_GF10_01_31790,272,NT10,10,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X348_NT9_GF9_01_32236,348,NT,9,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X348_NT8_GF8_01_32235,348,NT,8,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X348_NT7_GF7_01_32234,348,NT,7,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X348_NT6_GF6_01_32233,348,NT,6,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X348_NT5_GF5_01_32232,348,NT,5,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X348_NT4_GF4_01_32231,348,NT,4,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X348_NT3_GF3_01_32230,348,NT,3,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X348_NT2_GF2_01_32229,348,NT,2,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X348_NT10_GF10_01_32453,348,NT,10,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X348_NT10_GF10_01_32237,348,NT,10,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X348_NT1_GF1_01_32228,348,NT,1,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
